ID,isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments,Class
28386,0,0,2,4,4020,300,0,0,5,3610,180,1,8,1,0
28387,0,0,2,4,80,0,0,6,0,80,0,0,0,0,1
28388,0,1,2,3,7670,210,0,0,4,7530,210,0,0,0,1
28389,0,1,3,3,7450,280,0,0,6,7450,280,0,0,0,0
28390,0,1,3,3,160,160,4,6,0,70,110,0,0,0,1
28391,0,0,2,3,360,370,1,6,0,70,40,0,0,0,1
28392,0,0,2,4,480,340,1,6,0,120,340,0,0,0,1
28393,0,0,3,3,1450,1160,2,6,0,920,1160,0,0,0,1
28394,0,0,2,4,2290,460,0,0,0,1560,150,0,0,0,1
28395,0,1,2,3,1400,60,0,0,0,1400,60,0,0,0,1
28396,0,1,2,3,520,150,0,6,0,460,90,0,0,0,1
28397,0,1,2,3,2750,2090,2,2,0,2720,100,0,0,0,1
28398,0,0,2,2,0,0,0,6,0,0,0,1,1,1,0
28399,0,1,2,4,10,10,0,6,0,10,10,0,0,0,1
28400,0,1,2,4,250,250,2,6,0,130,110,0,0,0,0
28401,0,0,2,3,10,20,1,6,0,10,10,0,0,0,1
28402,0,0,2,4,4160,220,0,3,0,4130,220,0,0,0,1
28403,0,1,3,3,420,40,0,6,0,410,40,0,0,0,1
28404,0,0,2,4,2470,130,0,6,0,2470,90,0,0,0,1
28405,0,1,3,3,1070,1160,3,6,0,0,0,0,0,0,1
28406,0,1,2,2,0,0,0,6,0,0,0,1,1,1,0
28407,0,1,2,4,240,240,2,6,0,70,240,0,0,0,1
28408,0,0,2,4,120,130,3,6,0,10,0,0,0,0,1
28409,0,0,2,4,50,50,2,6,0,40,0,1,2,1,1
28410,0,0,2,3,370,300,1,6,0,100,300,0,0,0,1
28411,0,1,3,4,60,60,4,6,0,10,30,0,0,0,0
28412,0,1,2,4,990,80,0,0,0,840,50,1,2,1,1
28413,0,1,2,3,8720,400,0,1,2,8720,310,0,0,0,1
28414,0,1,2,3,140,30,0,6,0,30,30,0,0,0,1
28415,0,1,2,4,0,0,0,6,0,0,0,1,1,1,1
28416,0,1,3,1,7870,330,0,0,0,7640,310,0,0,0,1
28417,1,0,3,3,1840,90,0,0,3,1840,90,0,0,0,1
28418,0,1,2,1,0,0,0,6,0,0,0,0,0,0,1
28419,0,0,3,2,600,40,0,1,2,570,40,0,0,0,1
28420,0,1,2,4,4250,310,0,0,0,4030,310,1,2,1,1
28421,0,1,3,1,30,30,1,6,0,10,10,0,0,0,1
28422,0,1,2,3,1150,1160,4,6,0,270,470,0,0,0,1
28423,0,1,2,4,1070,190,0,6,0,910,40,1,2,1,1
28424,0,1,2,1,2590,80,0,4,0,2590,80,0,0,0,1
28425,0,1,2,4,540,540,3,6,0,140,150,0,0,0,1
28426,0,1,3,2,320,320,2,6,0,20,320,0,0,0,1
28427,0,1,3,2,0,0,0,6,0,0,0,1,1,1,1
28428,0,0,3,3,820,60,0,0,0,760,60,0,0,0,1
28429,0,0,2,4,2360,90,0,0,2,2360,90,0,0,0,1
28430,0,1,2,3,980,980,1,5,0,30,980,0,0,0,1
28431,0,1,3,3,2460,150,0,0,2,2370,150,0,0,0,1
28432,0,0,2,4,20,20,1,6,0,10,10,0,0,0,0
28433,0,0,3,4,80,80,3,6,0,0,20,0,0,0,1
28434,0,0,3,3,1990,1990,3,6,0,110,120,0,0,0,1
28435,0,0,3,2,370,820,3,6,0,0,310,2,3,1,1
28436,0,1,3,3,270,40,0,0,0,170,40,1,2,1,0
28437,0,1,2,4,570,570,3,6,0,120,190,0,0,0,1
28438,0,0,2,4,350,200,1,6,0,50,0,0,0,0,1
28439,0,0,2,4,8260,760,0,0,0,8260,310,0,0,0,1
28440,0,1,2,4,0,0,0,6,0,0,0,1,1,1,1
28441,0,0,3,1,6490,1290,0,0,0,5640,200,0,0,0,1
28442,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0
28443,0,1,2,2,240,240,2,6,0,10,0,0,0,0,1
28444,0,0,3,4,400,400,2,6,0,80,70,0,0,0,1
28445,0,1,2,4,1810,1810,1,5,0,30,0,1,2,1,1
28446,0,0,3,4,1560,1570,2,6,0,650,1570,0,0,0,1
28447,0,0,3,4,920,670,1,0,0,490,670,0,0,0,1
28448,0,0,2,3,770,150,0,6,0,450,50,0,0,0,1
28449,0,1,2,4,200,0,0,6,0,200,0,0,0,0,1
28450,0,0,2,3,10,10,0,6,0,10,10,0,0,0,1
28451,0,0,2,4,3960,200,0,0,0,3830,200,1,2,1,0
28452,0,1,2,3,90,210,1,6,0,90,90,0,0,0,1
28453,0,0,2,3,350,240,2,6,0,210,240,0,0,0,1
28454,0,1,3,4,60,40,3,6,0,60,0,0,0,0,0
28455,0,0,2,4,100,50,1,6,0,100,40,0,0,0,1
28456,0,0,3,1,890,150,0,2,1,890,150,1,2,1,1
28457,0,1,2,3,3420,2100,3,5,0,1420,2100,0,0,0,1
28458,0,1,2,2,3930,180,0,0,0,3930,150,0,0,0,1
28459,0,1,2,3,750,750,2,6,0,170,260,0,0,0,1
28460,0,1,2,4,2570,2570,2,2,0,40,2570,0,0,0,1
28461,0,1,3,3,20,20,1,6,0,10,20,1,1,1,1
28462,0,1,3,3,2740,220,0,0,6,2740,220,1,2,1,1
28463,0,1,2,3,160,170,3,6,0,30,60,0,0,0,1
28464,0,1,2,3,1970,110,0,2,0,1950,110,0,0,0,1
28465,0,1,2,3,3190,180,0,0,0,3190,180,0,0,0,1
28466,0,1,3,3,860,150,0,0,0,830,60,0,0,0,1
28467,0,1,2,2,2290,100,0,0,0,2090,90,0,0,0,1
28468,0,0,2,3,10280,400,0,0,0,10280,340,0,0,0,1
28469,0,1,3,4,580,530,1,2,0,210,0,1,3,1,1
28470,0,0,2,4,6800,4390,0,0,6,6800,310,0,0,0,0
28471,0,0,3,3,1390,1420,3,6,0,280,330,0,0,0,1
28472,0,0,2,3,8530,2440,1,1,4,8480,190,0,0,0,1
28473,0,1,3,4,2900,130,0,0,0,2900,100,0,0,0,1
28474,0,1,3,4,650,650,2,6,0,40,30,0,0,0,1
28475,0,0,3,2,890,150,0,0,3,820,0,1,4,1,0
28476,0,0,2,2,2350,150,5,5,0,2350,0,0,0,0,0
28477,0,1,2,3,500,110,0,2,0,160,40,1,2,1,1
28478,0,1,3,4,870,610,2,6,0,800,60,0,0,0,1
28479,0,1,3,4,1690,700,0,1,0,1690,150,0,0,0,1
28480,0,1,3,4,3510,180,1,3,0,3380,180,0,0,0,1
28481,0,0,3,3,280,280,3,6,0,190,250,0,0,0,1
28482,0,0,2,3,7500,320,0,0,6,7500,310,0,0,0,1
28483,0,0,2,4,50,40,1,6,0,40,20,1,4,1,1
28484,0,0,2,3,820,60,0,6,0,790,60,0,0,0,1
28485,0,1,2,1,450,500,3,6,0,450,30,0,0,0,1
28486,0,1,3,4,80,0,0,6,0,80,0,1,13,1,0
28487,0,1,3,1,190,190,3,6,0,30,100,0,0,0,1
28488,0,1,2,2,1210,30,0,5,0,1210,30,0,0,0,0
28489,0,0,2,4,6070,270,0,0,0,6070,210,0,0,0,1
28490,0,0,3,4,5010,180,0,0,3,5010,160,0,0,0,1
28491,0,1,3,3,50,50,3,6,0,0,40,0,0,0,1
28492,0,1,2,4,6680,260,0,0,0,6610,240,0,0,0,1
28493,0,1,2,3,2780,250,0,0,6,2420,250,1,8,1,1
28494,0,0,2,2,480,200,0,6,0,380,60,0,0,0,1
28495,0,0,3,3,3470,730,0,5,0,3470,280,0,0,0,1
28496,0,1,2,4,180,190,2,6,0,60,0,0,0,0,1
28497,0,0,3,4,300,300,3,6,0,50,300,0,0,0,1
28498,0,0,2,4,2530,150,0,0,0,2530,80,0,0,0,1
28499,0,0,2,3,2120,70,0,6,0,2120,70,0,0,0,1
28500,0,1,2,4,630,630,3,6,0,60,110,0,0,0,1
28501,0,1,3,4,1840,310,0,0,0,1550,90,0,0,0,1
28502,0,1,2,3,2360,120,0,0,1,2360,80,0,0,0,1
28503,0,0,2,4,280,30,0,6,0,280,30,0,0,0,1
28504,0,1,2,2,920,150,0,0,6,920,60,0,0,0,0
28505,0,1,3,3,610,60,0,0,0,610,50,0,0,0,1
28506,0,1,2,3,330,250,3,6,0,90,250,0,0,0,1
28507,0,1,3,4,3240,390,0,0,6,3190,120,0,0,0,1
28508,0,1,3,3,20,30,3,6,0,0,0,1,1,1,1
28509,0,0,2,4,1020,170,0,6,0,820,170,1,4,1,1
28510,0,0,2,4,70,70,1,6,0,30,30,0,0,0,1
28511,0,1,3,2,5280,210,0,0,0,5080,200,0,0,0,1
28512,0,0,2,4,450,450,4,6,0,50,450,0,0,0,1
28513,0,0,3,3,7310,720,0,0,6,6300,400,1,13,1,0
28514,0,1,3,4,140,140,1,6,0,0,0,0,0,0,0
28515,0,1,2,2,1040,110,0,0,0,950,0,2,5,1,1
28516,0,1,3,1,1520,150,0,0,6,1410,120,0,0,0,0
28517,0,1,3,3,10,10,1,6,0,0,0,1,1,1,1
28518,0,1,3,3,490,490,3,6,0,80,220,0,0,0,1
28519,0,1,3,4,10,0,0,6,0,10,0,0,0,0,1
28520,0,1,3,2,110,110,4,6,0,30,40,0,0,0,1
28521,0,1,2,2,180,190,4,6,0,110,180,0,0,0,1
28522,0,0,3,2,1150,80,0,3,0,1110,80,0,0,0,1
28523,0,0,3,1,50,50,2,6,0,0,50,1,1,1,1
28524,0,1,2,1,800,860,1,0,0,800,0,2,5,1,1
28525,0,1,3,2,380,150,2,6,0,10,70,0,0,0,1
28526,0,1,2,3,200,670,2,5,0,20,0,0,0,0,0
28527,0,1,3,3,420,420,2,5,0,50,10,1,7,1,1
28528,0,1,3,3,220,150,0,6,0,150,80,1,2,1,1
28529,0,1,3,4,10,70,1,6,0,10,0,0,0,0,1
28530,0,1,3,3,50,50,1,6,0,30,50,1,2,1,1
28531,0,1,3,3,340,340,3,6,0,340,290,0,0,0,1
28532,0,1,3,4,670,90,1,6,0,670,90,0,0,0,1
28533,0,1,3,3,590,150,0,0,4,400,40,2,4,1,0
28534,0,0,2,4,2670,160,0,0,0,2420,120,0,0,0,1
28535,0,1,2,4,5430,240,0,0,0,5050,180,0,0,0,1
28536,0,1,2,3,1210,150,0,0,0,840,150,1,2,1,1
28537,0,1,3,3,6500,920,0,0,0,6500,920,0,0,0,1
28538,0,0,2,4,1820,150,2,2,0,1820,120,0,0,0,1
28539,0,0,2,3,1500,460,1,2,3,1270,310,0,0,0,1
28540,0,1,3,4,40,40,3,6,0,0,40,1,1,1,1
28541,0,1,2,4,330,60,1,6,0,330,30,0,0,0,1
28542,0,0,3,3,1330,20,0,6,0,1330,20,0,0,0,0
28543,0,0,2,3,2670,4310,1,2,0,2670,90,0,0,0,1
28544,0,1,3,4,9910,610,0,0,4,9280,610,1,4,1,0
28545,0,1,3,4,1480,1480,2,6,0,340,130,0,0,0,1
28546,0,1,2,3,7080,480,0,0,6,7080,310,0,0,0,1
28547,0,1,2,3,270,330,3,6,0,270,250,0,0,0,1
28548,0,1,2,4,310,90,3,6,0,310,0,0,0,0,1
28549,0,1,2,3,180,310,1,6,0,180,30,0,0,0,1
28550,0,1,2,4,90,10,1,6,0,90,0,0,0,0,1
28551,0,1,2,4,440,520,3,6,0,440,40,0,0,0,1
28552,0,1,3,3,650,650,1,6,0,20,0,1,2,1,1
28553,0,1,3,4,1050,4850,1,6,0,1050,700,0,0,0,1
28554,0,0,2,4,0,0,0,6,0,0,0,1,1,1,0
28555,0,0,2,2,5510,210,0,0,5,5480,210,0,0,0,1
28556,0,1,3,3,110,110,2,6,0,0,110,1,1,1,1
28557,0,1,3,2,1190,450,1,6,0,1170,40,0,0,0,1
28558,0,1,3,2,3080,130,0,0,5,3080,0,1,4,1,1
28559,0,1,3,3,60,190,4,6,0,30,0,0,0,0,0
28560,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0
28561,0,1,3,2,6870,310,0,0,2,6870,310,0,0,0,1
28562,0,0,2,4,140,80,3,6,0,140,80,0,0,0,1
28563,0,0,3,4,6200,150,0,0,1,6200,140,0,0,0,0
28564,0,1,3,3,1840,900,1,1,3,1840,90,0,0,0,1
28565,0,1,2,4,6040,430,0,0,0,5220,210,0,0,0,1
28566,0,1,3,2,20,20,4,6,0,10,20,1,2,1,0
28567,0,1,3,4,0,0,0,6,0,0,0,1,1,1,1
28568,0,0,2,3,290,310,3,6,0,150,90,0,0,0,1
28569,0,0,2,4,660,720,2,6,0,440,270,0,0,0,1
28570,0,1,2,4,480,480,3,6,0,80,160,0,0,0,1
28571,0,1,2,4,770,770,2,6,0,10,10,0,0,0,1
28572,0,1,3,3,720,720,1,1,0,320,0,0,0,0,1
28573,0,1,3,4,2730,610,0,1,0,2730,610,0,0,0,1
28574,0,1,2,3,370,90,0,0,0,300,0,1,7,1,1
28575,0,1,3,4,10,10,1,6,0,10,0,0,0,0,1
28576,0,0,2,4,1550,760,0,6,0,1430,230,0,0,0,1
28577,0,0,2,3,580,60,0,6,0,560,60,0,0,0,1
28578,0,1,2,2,0,0,0,6,0,0,0,1,1,1,1
28579,0,1,3,2,10,10,0,6,0,10,10,0,0,0,1
28580,0,1,2,4,1870,1870,3,6,0,200,530,0,0,0,0
28581,0,0,3,4,10330,120,0,0,1,10330,90,0,0,0,1
28582,0,0,2,3,90,60,2,6,0,90,60,0,0,0,1
28583,0,0,3,2,430,430,3,6,0,340,130,0,0,0,1
28584,0,1,2,2,2700,290,0,0,0,2320,290,1,8,1,0
28585,0,0,3,4,110,30,1,6,0,110,10,0,0,0,1
28586,0,0,2,4,1590,1590,2,6,0,810,1590,0,0,0,1
28587,0,1,3,3,1290,60,0,0,0,1160,60,0,0,0,1
28588,0,0,2,4,740,60,0,6,0,580,50,0,0,0,1
28589,0,0,2,4,2740,320,0,4,0,2740,240,0,0,0,1
28590,0,0,3,4,540,610,2,6,0,20,610,0,0,0,1
28591,0,0,2,4,1090,60,0,3,1,1090,60,0,0,0,1
28592,0,1,2,3,4290,320,0,0,5,3760,150,2,6,1,0
28593,0,1,2,3,1350,90,0,5,0,1110,90,0,0,0,1
28594,0,0,2,4,5920,210,0,0,6,5550,180,0,0,0,1
28595,0,1,3,4,90,90,1,6,0,0,0,0,0,0,1
28596,0,1,2,4,110,110,3,6,0,30,110,0,0,0,1
28597,0,1,2,3,4840,6980,2,5,0,4840,50,0,0,0,0
28598,0,1,2,4,30,30,2,6,0,0,0,1,1,1,1
28599,0,0,2,3,9260,320,0,0,4,9110,320,0,0,0,0
28600,0,0,2,3,1350,60,0,3,0,1270,50,0,0,0,1
28601,0,1,2,1,1760,1790,2,6,0,160,190,0,0,0,1
28602,0,0,2,4,0,0,0,6,0,0,0,0,0,0,1
28603,0,0,3,4,1610,630,1,0,4,1610,60,0,0,0,1
28604,0,1,3,4,500,40,0,6,0,500,0,1,3,1,1
28605,0,0,2,3,780,110,0,6,0,690,0,1,7,1,1
28606,0,1,2,3,600,600,4,5,0,70,0,0,0,0,1
28607,0,1,2,3,2360,1530,1,2,0,2360,80,0,0,0,0
28608,0,0,3,3,1290,60,0,0,0,1210,60,1,10,1,0
28609,0,0,2,3,2680,150,0,0,0,2330,150,0,0,0,1
28610,0,0,3,4,60,10,1,6,0,60,0,0,0,0,1
28611,0,1,3,4,80,130,4,6,0,0,80,1,1,1,1
28612,0,1,3,3,320,320,2,6,0,0,130,1,4,1,0
28613,0,0,2,4,1690,80,0,0,0,1690,0,1,4,1,0
28614,0,1,2,2,310,170,1,6,0,310,50,0,0,0,1
28615,0,0,2,4,1580,310,0,0,0,1420,80,0,0,0,1
28616,0,0,2,4,3050,130,0,0,0,3050,110,0,0,0,1
28617,0,1,3,2,0,0,0,6,0,0,0,0,0,0,1
28618,0,0,2,4,170,0,0,6,0,170,0,0,0,0,0
28619,0,0,2,3,30,30,1,6,0,0,0,1,1,1,1
28620,0,0,2,4,610,1220,5,6,0,0,0,0,0,0,1
28621,0,1,3,3,6830,760,0,0,3,5970,260,1,2,1,1
28622,0,1,3,3,60,30,0,6,0,60,0,1,5,1,0
28623,0,1,2,3,420,80,0,6,0,240,80,0,0,0,1
28624,0,1,2,4,160,160,1,6,0,0,0,0,0,0,1
28625,0,0,2,3,4870,170,0,0,4,4870,170,0,0,0,1
28626,0,0,3,2,2020,60,0,0,1,2020,60,0,0,0,1
28627,0,1,2,4,12210,9220,1,3,1,3010,320,0,0,0,0
28628,0,1,3,2,1490,200,0,6,0,1490,110,0,0,0,1
28629,0,0,3,3,1470,120,0,0,0,1240,60,2,8,1,0
28630,0,0,3,2,10,10,0,6,0,10,10,0,0,0,1
28631,0,0,3,2,1650,1690,3,6,0,170,820,0,0,0,1
28632,0,1,3,4,0,0,0,6,0,0,0,1,1,1,1
28633,0,1,3,3,4370,530,0,0,1,4110,530,0,0,0,1
28634,0,1,2,2,1500,80,0,0,4,1470,50,0,0,0,1
28635,0,0,2,2,520,170,1,5,0,520,40,1,2,1,0
28636,0,1,2,3,320,120,0,6,0,210,0,1,7,1,0
28637,0,0,2,3,13590,6930,1,2,1,200,30,0,0,0,1
28638,0,0,2,3,5220,370,0,0,6,5130,170,1,2,1,1
28639,0,0,3,3,60,60,1,6,0,0,60,0,0,0,1
28640,0,0,2,4,0,0,0,6,0,0,0,1,1,1,1
28641,0,0,2,3,3060,120,0,0,2,3060,120,0,0,0,1
28642,0,1,3,3,4150,320,0,0,0,3790,140,0,0,0,1
28643,0,1,3,4,3500,3500,2,5,0,0,3500,1,1,1,1
28644,0,1,3,4,10720,580,0,0,1,4810,220,1,2,1,1
28645,0,1,2,3,15220,1530,0,0,3,12830,0,1,3,1,0
28646,0,0,2,3,3100,150,0,0,4,3100,110,0,0,0,1
28647,0,1,3,4,130,130,2,6,0,110,130,0,0,0,1
28648,0,0,2,4,750,580,2,6,0,750,580,0,0,0,1
28649,0,1,3,3,2830,130,0,0,0,2770,0,1,4,1,0
28650,0,1,3,3,90,90,2,6,0,60,90,0,0,0,1
28651,0,1,3,4,10,10,2,6,0,0,10,1,1,1,0
28652,0,1,3,4,100,30,1,6,0,100,30,0,0,0,1
28653,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0
28654,0,1,2,3,10980,400,0,0,1,10980,340,0,0,0,1
28655,0,0,2,3,30,30,1,6,0,10,10,0,0,0,0
28656,0,0,2,4,270,610,1,6,0,180,0,2,5,1,1
28657,0,1,2,3,2590,100,0,0,0,2480,90,0,0,0,1
28658,0,0,2,4,460,290,3,6,0,10,30,0,0,0,0
28659,0,0,2,4,2760,200,0,0,6,2710,0,2,9,1,0
28660,0,1,3,4,560,430,5,6,0,180,200,0,0,0,1
28661,0,0,3,4,720,730,3,6,0,10,200,0,0,0,0
28662,0,1,2,3,5090,450,0,0,6,5090,60,2,9,1,0
28663,0,0,2,4,2620,150,0,0,3,2350,150,0,0,0,1
28664,0,0,2,4,7450,280,0,0,5,7230,260,0,0,0,1
28665,0,1,3,2,480,50,0,0,0,370,50,0,0,0,1
28666,0,1,3,3,670,60,0,0,0,670,60,0,0,0,1
28667,0,1,3,2,500,80,0,0,1,310,50,1,2,1,0
28668,0,1,3,4,350,350,3,6,0,30,60,0,0,0,1
28669,0,1,3,2,90,290,3,6,0,90,10,0,0,0,0
28670,0,1,3,4,270,270,3,6,0,30,10,0,0,0,1
28671,0,1,3,4,120,120,4,6,0,60,70,0,0,0,1
28672,0,1,3,4,280,100,3,6,0,280,0,1,5,1,1
28673,0,0,3,2,170,480,3,6,0,120,40,0,0,0,1
28674,0,1,3,2,5900,1210,2,5,0,5900,250,0,0,0,1
28675,0,1,3,3,17750,960,0,0,6,17750,580,0,0,0,0
28676,0,0,3,2,30,20,2,6,0,30,20,1,4,1,1
28677,0,1,3,3,1410,180,0,0,3,990,90,0,0,0,1
28678,0,1,3,3,0,0,0,6,0,0,0,0,0,0,0
28679,0,1,3,3,8330,1230,0,0,4,8330,310,0,0,0,1
28680,0,1,3,2,300,50,0,6,0,220,40,0,0,0,1
28681,0,1,4,2,1870,80,0,1,0,1780,80,0,0,0,1
28682,0,1,3,4,30,30,2,6,0,10,10,0,0,0,1
28683,0,1,3,2,0,0,0,6,0,0,0,0,0,0,0
28684,0,1,3,3,2630,150,0,0,0,2630,120,0,0,0,1
28685,0,1,3,2,880,60,0,0,0,800,0,1,3,1,1
28686,0,1,3,3,30,120,4,6,0,0,20,2,3,1,1
28687,0,1,3,3,1300,50,0,0,0,1300,40,0,0,0,0
28688,0,1,3,2,3110,120,0,0,6,3110,120,0,0,0,1
28689,0,1,3,2,1150,90,0,0,6,1090,0,1,4,1,1
28690,0,0,3,3,4920,610,0,0,0,4520,610,0,0,0,1
28691,0,1,3,2,80,80,3,6,0,0,10,0,0,0,0
28692,0,1,3,2,850,60,0,0,4,850,50,0,0,0,1
28693,0,1,3,2,8950,760,0,0,3,8950,460,0,0,0,1
28694,0,1,4,2,2610,120,0,3,0,2540,120,0,0,0,1
28695,0,1,3,4,80,0,0,6,0,80,0,0,0,0,1
28696,0,1,3,2,8870,5620,1,1,2,8760,210,0,0,0,1
28697,0,1,3,3,2460,190,0,0,0,2200,90,2,4,1,1
28698,0,1,3,2,1540,1070,1,4,0,520,310,0,0,0,1
28699,0,1,3,2,920,50,0,0,6,890,50,0,0,0,1
28700,0,1,3,2,3510,200,0,0,4,3340,170,0,0,0,1
28701,0,1,3,3,520,520,2,6,0,10,10,0,0,0,1
28702,0,1,3,4,1240,1240,2,6,0,0,700,0,0,0,1
28703,0,1,3,2,120,120,2,6,0,30,120,0,0,0,1
28704,0,1,3,3,1510,120,0,6,0,1320,110,0,0,0,1
28705,0,0,3,1,4790,150,0,2,2,4790,150,0,0,0,1
28706,0,1,3,3,8580,760,0,0,3,7900,760,1,8,1,1
28707,0,1,3,3,490,40,0,1,1,460,0,1,3,1,0
28708,0,1,3,4,6080,6080,3,2,0,4700,5900,0,0,0,1
28709,0,0,3,2,800,190,1,5,0,800,90,1,2,1,1
28710,0,1,3,3,1570,140,0,1,0,1550,140,1,2,1,1
28711,0,1,3,3,190,160,2,6,0,20,160,1,2,1,1
28712,0,1,3,3,60,60,5,6,0,0,0,1,1,1,0
28713,0,1,3,4,6290,230,0,0,3,6200,230,1,5,1,0
28714,0,1,3,4,0,0,0,6,0,0,0,1,1,1,1
28715,0,1,3,4,1040,60,0,2,0,1040,60,0,0,0,1
28716,0,1,4,2,0,0,0,6,0,0,0,0,0,0,0
28717,0,1,3,4,180,180,1,6,0,0,0,1,1,1,1
28718,0,1,4,2,940,60,0,0,0,860,50,0,0,0,1
28719,0,1,3,2,530,90,0,6,0,340,90,1,12,1,1
28720,0,1,3,2,750,60,0,3,0,500,60,0,0,0,1
28721,0,0,3,3,470,470,3,6,0,0,470,1,1,1,1
28722,0,1,3,3,320,320,4,6,0,10,320,1,2,1,1
28723,0,1,3,3,1040,90,0,0,5,1040,0,1,3,1,0
28724,0,1,3,3,9140,240,0,0,6,8860,220,0,0,0,1
28725,0,0,3,3,3990,610,0,1,0,3990,610,0,0,0,1
28726,0,1,3,2,180,180,2,6,0,40,30,0,0,0,1
28727,0,1,3,4,4230,200,0,0,2,4160,200,0,0,0,0
28728,0,1,3,2,240,240,3,6,0,60,240,0,0,0,1
28729,0,1,3,2,2780,110,0,0,6,2780,110,0,0,0,1
28730,0,0,3,2,1630,1400,1,2,0,200,40,0,0,0,1
28731,0,1,3,3,1510,70,0,0,4,1500,60,0,0,0,1
28732,0,1,3,2,70,70,2,6,0,20,60,0,0,0,1
28733,0,0,3,3,1540,60,0,0,0,1510,60,0,0,0,1
28734,0,1,3,3,50,50,3,6,0,0,0,0,0,0,1
28735,0,0,3,3,1180,90,0,0,0,1180,60,0,0,0,1
28736,0,1,3,4,8970,300,0,0,0,8970,300,0,0,0,1
28737,0,1,3,2,170,320,3,6,0,0,40,2,8,1,0
28738,0,0,3,4,450,450,2,6,0,60,450,0,0,0,1
28739,0,1,3,3,140,0,0,6,0,140,0,1,5,1,1
28740,0,0,3,2,1540,0,0,5,1,1540,0,1,4,1,0
28741,0,0,3,4,570,60,0,6,0,550,0,1,12,1,0
28742,0,1,3,2,2450,420,0,0,2,2450,100,0,0,0,1
28743,0,1,4,2,640,180,0,0,0,430,60,0,0,0,1
28744,0,1,3,3,1190,140,0,0,6,1190,60,0,0,0,0
28745,0,1,3,2,0,150,1,6,0,0,0,0,0,0,0
28746,0,1,3,3,390,90,0,0,0,270,90,1,16,1,0
28747,0,0,3,2,590,90,0,0,4,410,40,0,0,0,1
28748,0,1,3,3,3770,510,0,2,1,3770,150,0,0,0,1
28749,0,1,3,2,1790,1600,1,1,0,20,1600,2,8,1,0
28750,0,1,3,4,100,80,3,6,0,60,80,1,4,1,1
28751,0,0,3,3,490,130,2,6,0,490,130,1,2,1,1
28752,0,1,3,2,5600,440,0,0,0,5300,210,1,9,1,1
28753,0,1,3,2,2770,220,0,0,0,2710,220,1,2,1,1
28754,0,1,3,3,1460,60,0,0,4,1410,60,0,0,0,1
28755,0,0,3,2,460,90,0,0,0,350,40,1,2,1,1
28756,0,0,3,4,140,100,1,6,0,140,100,0,0,0,1
28757,0,1,3,2,2160,100,0,0,3,2160,90,1,2,1,0
28758,0,1,3,3,2530,210,0,0,5,2530,0,1,9,1,1
28759,0,1,4,2,170,170,3,6,0,0,170,0,0,0,1
28760,0,0,3,3,710,60,0,0,0,600,40,1,2,1,1
28761,0,1,3,4,3410,1220,0,5,0,2340,80,0,0,0,1
28762,0,1,3,4,60,60,1,6,0,0,60,1,1,1,1
28763,0,1,3,4,70,70,2,6,0,30,70,0,0,0,0
28764,0,1,3,4,1310,1310,1,6,0,0,0,0,0,0,1
28765,0,1,3,1,60,60,1,6,0,0,60,0,0,0,1
28766,0,0,3,3,3810,180,0,0,6,3790,180,0,0,0,1
28767,0,1,3,2,630,630,2,6,0,320,350,0,0,0,1
28768,0,1,3,3,6360,320,0,0,0,6360,310,1,2,1,1
28769,0,1,3,3,1450,60,0,0,0,1310,60,1,12,1,0
28770,0,0,3,2,3420,180,0,0,6,3400,130,0,0,0,1
28771,0,1,3,4,3670,270,0,0,6,3580,200,0,0,0,1
28772,0,1,3,4,3210,2660,3,5,0,3210,2660,0,0,0,1
28773,0,0,3,3,2710,110,0,0,3,2710,90,0,0,0,1
28774,0,1,3,4,520,100,2,6,0,520,10,0,0,0,1
28775,0,1,3,3,460,70,0,0,0,340,70,0,0,0,1
28776,0,1,4,2,5600,210,0,0,0,5600,210,0,0,0,0
28777,0,0,3,2,1160,100,0,0,6,980,60,0,0,0,1
28778,0,1,3,3,440,440,4,6,0,60,440,0,0,0,1
28779,0,1,3,3,70,70,1,6,0,30,70,0,0,0,1
28780,0,1,4,2,940,110,0,0,6,850,110,1,6,1,1
28781,0,1,4,3,10800,420,0,0,3,10780,420,1,2,1,0
28782,0,1,4,2,60,0,0,6,0,60,0,1,28,1,0
28783,0,1,4,2,3720,270,0,0,1,3720,0,1,3,1,0
28784,0,1,3,2,640,150,0,0,3,600,60,0,0,0,1
28785,0,1,3,4,40,30,1,6,0,10,0,1,16,1,0
28786,0,1,3,3,610,90,0,2,4,590,0,1,3,1,0
28787,0,1,3,2,2210,100,0,2,4,2090,80,0,0,0,1
28788,0,1,3,2,0,10,1,6,0,0,0,1,1,1,1
28789,0,1,3,2,1390,510,1,0,3,1390,50,0,0,0,1
28790,0,1,3,4,990,5140,3,5,0,430,570,0,0,0,1
28791,0,0,3,3,580,50,0,0,6,530,50,1,18,1,1
